,0,3193303277
,1,3132902885
,2,3106497134
,3,3182530037
,4,3213939621
,5,3218503654
,6,3119802936
,7,3132500514
,8,3152363490
,9,3210753398
,10,3106520574
,11,3143390388
,12,3112450441
,13,3138680039
,14,3176945641
,15,3172193772
,16,3208410136
,17,3149125343
,18,3217805639
,19,3206707974
,20,3119443026
,21,3133495093
,22,3226124858
,23,3188045839
,24,3116760005
,25,3140500255
,26,3111048852
,27,3135231422
,28,3171328881
,29,3224643965
,30,3188485816
,31,3187745034
,32,3152013000
,33,3151563545
,34,3195940051
,35,3172930333
,36,3208015059
,37,3136086287
,38,3223423292
,39,3224261059
,40,3168927356
,41,3214447686
,42,3153509101
,43,3167717587
,44,3185467606
,45,3213102280
,46,3156508136
,47,3181495494
,48,3103800901
,49,3102259570
,50,3128088381
,51,3184451020
,52,3205026892
,53,3177198400
,54,3199243063
,55,3153321207
,56,3221206420
,57,3144276106
,58,3141849695
,59,3183653959
,60,3212602292
,61,3208616082
,62,3143573603
,63,3116915204
,64,3217061441
,65,3183219989
,66,3119066503
,67,3137177636
,68,3148610366
,69,3114205024
,70,3194610362
,71,3157982651
,72,3218439190
,73,3154769643
,74,3155785219
,75,3205681195
,76,3188589593
,77,3134190260
,78,3173786926
,79,3139901527
,80,3174025429
,81,3208737949
,82,3190449897
,83,3112408787
,84,3115803209
,85,3214777222
,86,3105673268
,87,3219913448
,88,3171350250
,89,3205060568
,90,3143221875
,91,3127017917
,92,3149125813
,93,3195175541
,94,3149451465
,95,3177391577
,96,3126533527
,97,3198484529
,98,3175279127
,99,3229075527
,100,3228363396
,101,3224161739
,102,3160775223
,103,3173753126
,104,3221123073
,105,3170540547
,106,3229659102
,107,3217278782
,108,3105711363
,109,3125921414
,110,3207770760
,111,3208612111
,112,3122996417
,113,3110790200
,114,3197993043
,115,3229401471
,116,3102458848
,117,3198510393
,118,3132393271
,119,3168651641
,120,3183242211
,121,3176494122
,122,3212950849
,123,3106452395
,124,3173484089
,125,3177822216
,126,3108139023
,127,3228728770
,128,3222084604
,129,3175738168
,130,3173457283
,131,3148110921
,132,3218135358
,133,3224234109
,134,3166366901
,135,3100062890
,136,3162526752
,137,3101514654
,138,3160585473
,139,3129927021
,140,3137734986
,141,3211240052
,142,3199162383
,143,3126691996
,144,3143610108
,145,3149457812
,146,3195265575
,147,3118054443
,148,3133267437
,149,3109683014
,150,3136717144
,151,3125643801
,152,3137257418
,153,3190572312
,154,3104811031
,155,3127898726
,156,3209775855
,157,3202643749
,158,3110987441
,159,3217634363
,160,3132828353
,161,3110264305
,162,3206823396
,163,3145832235
,164,3162645146
,165,3164220507
,166,3205822308
,167,3120942777
,168,3102091044
,169,3217650329
,170,3169648602
,171,3132078429
,172,3131085240
,173,3189499631
,174,3130963802
,175,3109333935
,176,3227506446
,177,3113067694
,178,3215836628
,179,3150274167
,180,3226211163
,181,3109651895
,182,3187799869
,183,3163481913
,184,3176753216
,185,3112475678
,186,3182627746
,187,3104471098
,188,3125411467
,189,3158042653
,190,3151123294
,191,3201801206
,192,3107228870
,193,3143407944
,194,3214201670
,195,3131676038
,196,3107780718
,197,3200272370
,198,3144222820
,199,3132386464
,200,3182188165
,201,3178966857
,202,3192780508
,203,3135246159
,204,3104840800
,205,3184312831
,206,3183072181
,207,3128564330
,208,3134361886
,209,3226096175
,210,3127335951
,211,3187345119
,212,3138631857
,213,3124724736
,214,3106131895
,215,3155907312
,216,3163455393
,217,3140681422
,218,3147183362
,219,3204125145
,220,3112359123
,221,3166832690
,222,3225332643
,223,3184620100
,224,3132325544
,225,3119781044
,226,3140356332
,227,3110040574
,228,3167015576
,229,3209324363
,230,3193207288
,231,3183839119
,232,3103982840
,233,3162034907
,234,3175687214
,235,3212387083
,236,3126764397
,237,3163395334
,238,3194428780
,239,3207273137
,240,3170319457
,241,3170235991
,242,3175511110
,243,3111079177
,244,3135461871
,245,3141825554
,246,3165898891
,247,3222736658
,248,3193404123
,249,3142223708
,250,3159756036
,251,3200829064
,252,3182304699
,253,3146506536
,254,3114026318
,255,3172817992
,256,3110757076
,257,3197876874
,258,3197059121
,259,3111854787
,260,3216585560
,261,3120108987
,262,3216413455
,263,3112438653
,264,3136688132
,265,3144655132
,266,3169493617
,267,3128702021
,268,3193710748
,269,3158660738
,270,3104536727
,271,3109455110
,272,3128764856
,273,3129067617
,274,3100263760
,275,3178192184
,276,3127618018
,277,3153594927
,278,3127344452
,279,3197088244
,280,3197800305
,281,3225201544
,282,3125240323
,283,3183276343
,284,3121548206
,285,3221419120
,286,3109084690
,287,3215449290
,288,3183142207
,289,3163155828
,290,3209506211
,291,3150389013
,292,3194858481
,293,3193012302
,294,3225230141
,295,3141878884
,296,3118228743
,297,3126263461
,298,3137395698
,299,3218874064
,300,3140999867
,301,3166727411
,302,3228880422
,303,3185249425
,304,3146888201
,305,3192600587
,306,3201599562
,307,3171587248
,308,3141470185
,309,3227237405
,310,3115100297
,311,3100390355
,312,3137725135
,313,3224295727
,314,3102794113
,315,3220725704
,316,3176051367
,317,3183850611
,318,3168103701
,319,3146813735
,320,3170595476
,321,3196709951
,322,3195215436
,323,3216538255
,324,3144925284
,325,3226721845
,326,3153109674
,327,3212380562
,328,3166239122
,329,3122744620
,330,3111050332
,331,3105675185
,332,3141473769
,333,3195409498
,334,3190691780
,335,3129706043
,336,3100019710
,337,3112149265
,338,3144416216
,339,3153160224
,340,3110440391
,341,3128294415
,342,3223951072
,343,3144033317
,344,3111363266
,345,3185273335
,346,3229007225
,347,3211381783
,348,3133004004
,349,3116309932
,350,3123083356
,351,3227052836
,352,3158398119
,353,3151825950
,354,3124204385
,355,3158536662
,356,3221923967
,357,3126588577
,358,3124681759
,359,3205579382
,360,3144293647
,361,3157522982
,362,3203007235
,363,3127619540
,364,3166453746
,365,3222781917
,366,3106931748
,367,3104243546
,368,3229166970
,369,3176730521
,370,3114218655
,371,3145179004
,372,3143534331
,373,3130319113
,374,3104354729
,375,3173520226
,376,3124965428
,377,3188991458
,378,3187536632
,379,3156047219
,380,3185234246
,381,3139004852
,382,3134337879
,383,3108890368
,384,3205098517
,385,3108301098
,386,3138350444
,387,3174828247
,388,3115215734
,389,3210008798
,390,3212625120
,391,3172611827
,392,3132007192
,393,3154647690
,394,3178978906
,395,3141597905
,396,3148570117
,397,3166788499
,398,3120287383
,399,3125860098
,400,3221424317
,401,3182714491
,402,3204321038
,403,3226286509
,404,3166615176
,405,3126610514
,406,3216484891
,407,3103275335
,408,3215903275
,409,3218256333
,410,3120677392
,411,3141794243
,412,3101547407
,413,3214818529
,414,3198827462
,415,3142992124
,416,3126911534
,417,3195809356
,418,3148895192
,419,3100697355
,420,3181704556
,421,3174285455
,422,3161479331
,423,3126698996
,424,3124527161
,425,3114329395
,426,3112915318
,427,3201135775
,428,3117468953
,429,3124716868
,430,3103838669
,431,3114116770
,432,3117895291
,433,3113546994
,434,3184497512
,435,3200009297
,436,3202052726
,437,3200260466
,438,3133242287
,439,3154266729
,440,3108120778
,441,3137979384
,442,3204894854
,443,3224123564
,444,3227966389
,445,3145441332
,446,3113063474
,447,3169802600
,448,3179962060
,449,3129405888
,450,3163863679
,451,3120634308
,452,3182452065
,453,3182766825
,454,3172348713
,455,3190988814
,456,3127200466
,457,3107785507
,458,3200565220
,459,3218333632
,460,3145257944
,461,3141781264
,462,3156245190
,463,3209609989
,464,3163172758
,465,3129308390
,466,3212254191
,467,3137008168
,468,3193110431
,469,3192217033
,470,3197337806
,471,3135510631
,472,3184376380
,473,3163519076
,474,3136348874
,475,3203151226
,476,3184492632
,477,3127948008
,478,3195439736
,479,3110542099
,480,3104806596
,481,3127696050
,482,3219923886
,483,3155799820
,484,3195246011
,485,3124057192
,486,3175032791
,487,3176975102
,488,3131558773
,489,3128614115
,490,3133580145
,491,3213702404
,492,3216135452
,493,3138378496
,494,3130497060
,495,3189752486
,496,3180720101
,497,3183024468
,498,3193017074
,499,3142383974
,500,3112492809
,501,3219583391
,502,3142392009
,503,3102859029
,504,3136095408
,505,3137915492
,506,3124911053
,507,3171002171
,508,3202340787
,509,3211206431
,510,3129933196
,511,3111016115
,512,3221385411
,513,3141869195
,514,3178183790
,515,3137347520
,516,3131162982
